ticket_id,text,category,priority,estimated_hours
TW_1803,bruh can someone at get back to me on my dms,general_inquiry,medium,2.1
TW_1806,were sorry to hear this was your experience send us a note via so we can assist,general_inquiry,medium,2.7
TW_1807,my driver broke down any tips on getting a refund,general_inquiry,high,2.0
TW_1808,please dm us with your account email address and phone number so we can look into this,general_inquiry,medium,2.7
TW_1809,i do not see were the trid if is listed on the app i sent in a few message,general_inquiry,medium,2.9000000000000004
TW_1810,sorry to hear this was your experience please send us a note at so we can connect right away,general_inquiry,medium,2.9000000000000004
TW_1812,worst most unprofessional driver ever asked for extra fee when he showed up yelling at me cause uber dont pay for his 30k car,general_inquiry,medium,3.4000000000000004
TW_1813,hi there ive replied to your dm about this apologies josh,general_inquiry,medium,2.1
TW_1814,are complaints taken seriously do you take customer complaints seriously or just pay it lip service,general_inquiry,medium,2.6
TW_1815,hi james would you be able to let me know how many bottles of lemonade were in stock at the time you were there thanks callum,general_inquiry,medium,3.6
TW_1819,ay whats your policy on bottles of lemonade 6 bottle max is a bit of a joke am thirsty,general_inquiry,medium,2.9000000000000004
TW_1821,finally could you please send me the bottom most row of digits from your receipt nick 33,general_inquiry,medium,2.7
TW_1822,honestly i dont care that much you should just know that all 6 sausages ended up in the bin,general_inquiry,medium,2.9000000000000004
TW_1824,hi rhys thanks for letting us know ive log this feed back anonymously thanks james,general_inquiry,medium,2.5
TW_1823,thought youd like to know these sausages i purchased from you taste awful ruined my sausage and mash dinner i just had mash,general_inquiry,medium,3.3000000000000003
TW_1825,hi rhys im really sorry youve not had a stellar time with our mor range id like to get an internal log of this 13,general_inquiry,medium,3.5
TW_1827,the most appropriate action to take is to ensure this is addressed with the colleague concerned ty chris 22,general_inquiry,medium,2.9000000000000004
TW_1828,youve lost me as a customer,general_inquiry,medium,1.6
TW_1830,i am sorry to hear that polly however we would not offer a gesture for complaints of this nature ty chris,general_inquiry,medium,3.1
TW_1829,i am a regular customer and spend at least 50 a week with you so pretty poor apology feel like shopping somewhere else,general_inquiry,medium,3.3000000000000003
TW_1832,are you able to send us your name address amp email by dm please amp we will get back to you shortly mike 22,general_inquiry,medium,3.4000000000000004
TW_1833,id tell paul to wash his mouth out with soap cheers,general_inquiry,medium,2.1
TW_1835,hi an answerphone message from your delivery driver ended with him saying fuck you he obviously thought hed put the phone down,general_inquiry,high,3.2
TW_1831,hi polly thank you for getting back to us i have to be honest giving a gesture is not going to resolve the issues 12,general_inquiry,medium,3.5
TW_1837,thank you please reach out to the flight attendants for assistance tmt,general_inquiry,medium,2.2
TW_1838,im on flight dl4047 to cle there is a man in 3a who is moaning in pain and sweating hes not well,general_inquiry,medium,3.2
TW_1839,oh thanks for noticing tmt,general_inquiry,medium,1.5
TW_1840,dear cute flight attendant im boardjust sayin,general_inquiry,medium,1.7000000000000002
TW_1841,great please let us know if we can assist hro,general_inquiry,medium,2.0
TW_1842,yes and isnt diverted,general_inquiry,medium,1.4
TW_1843,i am showing dl 1262 is from las jfk hro,general_inquiry,medium,2.0
TW_1844,hi any news why dl1262 diverted to aus and dl1738 to smf thanks,general_inquiry,medium,2.3
TW_1845,oh ok thanks for checking with us and we are here for you hro,general_inquiry,medium,2.4000000000000004
TW_1847,please follow this link for your request thank you tmt,general_inquiry,medium,2.0
TW_1848,i sent you guys a dm about a story thanks in advance for any help you can provide,general_inquiry,medium,2.8
TW_1849,hey there unfortunately we are not able to assist with this request tlt,general_inquiry,medium,2.3
TW_1850,bummer i promised them some info and in my hurry to get to my next flight forgot to leave my business card,general_inquiry,medium,3.2
TW_1852,so sorry to disappoint tac,general_inquiry,medium,1.5
TW_1851,i was on flight 2222 lax to atl at 645am im trying to forward a message to one of the fas are you able to assist,general_inquiry,medium,3.6
TW_1853,enjoy have a great week tbt,general_inquiry,medium,1.6
TW_1854,i love the sky lounge access thank you imagine if they had a dark or more dim room to relax thats next level,general_inquiry,medium,3.3000000000000003
TW_1846,oh no one moment as i take a look hro,general_inquiry,medium,2.0
TW_1855,but it now looks like a mistake in and isnt dls fault,general_inquiry,medium,2.2
TW_1856,hi jenna i apologize for your seating issue pls dm your conf if i may assist aab,general_inquiry,medium,2.7
TW_1857,flights are what they are already just frustrated i got this amex but no real perks wondering when the perks actually happen,general_inquiry,medium,3.2
TW_1859,we appreciate your feedback jenna and thank you for sharing your concerns abn,general_inquiry,medium,2.3
TW_1860,can i get the 35 refunded for the seat cost i never got,general_inquiry,medium,2.3
TW_1861,please use the link to provide your confirmation abn,general_inquiry,medium,1.9
TW_1858,just dont know what i gotta do to not be treated like crap apparently spending thousands on your amex isnt cutting it,general_inquiry,medium,3.2
TW_1862,id be delighted to assist please follow and dm your confirmation number afc,general_inquiry,medium,2.3
TW_1863,booked a code share korean air flight on where can i find my confirmation or ticket for the ke portion,general_inquiry,medium,3.0
TW_1864,here to help please dm direct message us your email address so we can follow up thanks,general_inquiry,medium,2.7
TW_1865,pls check dm,general_inquiry,medium,1.3
TW_1866,i have submitted complain against over charging but still not response from uber support,general_inquiry,medium,2.4000000000000004
TW_1867,got it could you try streaming one of our 15 stranger things playlists then switch to the now playing screen kb,general_inquiry,medium,3.1
TW_1868,i tried it on web browser and it worked,general_inquiry,medium,1.9
TW_1870,desktop app still not working but i got to see the cool thing easter egg so im ecstatic,general_inquiry,medium,2.8
TW_1871,hmm lets see could you confirm the exact spotify version of your desktop app kb,general_inquiry,medium,2.5
TW_1872,1065320gac7a8e02,general_inquiry,medium,1.1
TW_1873,thanks its not ideal but a clean reinstall of the app should help out let us know how it plays out kb,general_inquiry,medium,3.2
TW_1869,using a macbook pro with os x el capitan and the latest spotify update and an iphone 6s with the latest softwarespotify updates,general_inquiry,medium,3.3000000000000003
TW_1874,hey jacklynn the cavalrys here could you tell us the deviceos youre using well see what we can suggest kb,general_inquiry,medium,3.0
TW_1875,why are my devices not doing the cool thing when i play the albums on,general_inquiry,medium,2.5
TW_1876,hi liam could you let us know the tracksalbums youre looking for well take a look rh,general_inquiry,medium,2.7
TW_1877,made in germany du bist gut cover me and 20 jahre this one mostly because these are missing a few compilations have greyed out tracks,general_inquiry,medium,3.5
TW_1879,2 spotify content here if you have anything else in mind were just a tweet away rh,general_inquiry,medium,2.7
TW_1880,1 thanks looks like those albums are currently unavailable fingers crossed well be able to have them soon but theres info about,general_inquiry,medium,3.2
TW_1878,why are nenas releases between 2002 and 2012 all missing yet everything else from 1982 2017 is there,general_inquiry,medium,2.8
TW_1881,accept our apologies we need to be fair to everyone who has unfortunately also been disrupted 22 oliver,general_inquiry,medium,2.8
TW_1882,cancels d c lhr on 3 nov but refuses to give a free upgrade for inconvenience caused sad,general_inquiry,medium,2.8
TW_1884,ask if you wish for any help or questions were here 247 and will respond as quickly as we can 22 oliver,general_inquiry,medium,3.2
TW_1885,find this terrifying hard to use self check out kiosks grateful amp let me go human recently,general_inquiry,medium,2.7
TW_1888,hi stephen follow and dm us more info along with your mums contact details helen,general_inquiry,medium,2.5
TW_1889,shes been trying to do that thats the point you should be contacting her as she cant get through to you via phone or email,general_inquiry,medium,3.5
TW_1890,is your mother able to contact us directly davina 22,general_inquiry,medium,2.0
TW_1891,can you please contact email and can give you further details please,general_inquiry,medium,2.2
TW_1893,were disappointed to hear this stephen is there something you would like our assistance with kit,general_inquiry,medium,2.6
TW_1894,call centre has the worst customer serivce ever keep you on hold for endless hours without an apology mum is not happy,general_inquiry,medium,3.2
TW_1895,hello im sorry to see that you fee this way and im happy to help can you please dm the full address at,general_inquiry,medium,3.3000000000000003
TW_1896,obvious psa is evil thanks for tuning in,general_inquiry,medium,1.8
TW_1897,hello i will be happy to help you please dm so we can further assist you thank you dp,general_inquiry,medium,2.9000000000000004
TW_1898,neither sd or hd for nbc or abc can be seen an error message says 03059 rebooting didnt help,general_inquiry,medium,2.9000000000000004
TW_1900,my apologies about that please send us a direct message so we can look into that for you dp,general_inquiry,medium,2.9000000000000004
TW_1899,is this a trick no nbc wptv or abc wpbf in psl this afternoon why these 2 channels,general_inquiry,medium,2.8
TW_1901,hello let me look into that for you please dm your account information so we can research this further thank you dp,general_inquiry,medium,3.2
TW_1902,like lucky im home but what the fuck,general_inquiry,medium,1.8
TW_1903,love that sent people to bury the new cable lineon halloweenin the middle of trick or treat times with no notification,general_inquiry,medium,3.1
TW_1904,hello thanks for reaching out about your new service concerns and im happy to help can you please dm the full address at,general_inquiry,medium,3.3000000000000003
TW_1905,i just opened an account with xfinity and needed the modem will it be shipped to my house or do i have to pick it up,general_inquiry,medium,3.6
TW_1906,i promise we dont you to feel that way please dm me the information requested above so i can help you with thisjc,general_inquiry,medium,3.3000000000000003
TW_1907,ive called 5 times no resolution bill for a house i dont live in still remains and you all give me the run around to cancel my account,general_inquiry,medium,3.8000000000000003
TW_1909,hello there i would like to take a look into your billing issues for you can you please send a dm with your fir,general_inquiry,medium,3.4000000000000004
TW_1910,its interesting how with every natural disaster you try to find a way to screw over those who are already the worst off,general_inquiry,medium,3.3000000000000003
TW_1911,my house was destroyed by hurricane irma ive called you three times to place temporary hold and you still send me a bill,general_inquiry,medium,3.3000000000000003
TW_1912,and the phone number associated with your account so i can look into this issue further thanks kw,general_inquiry,medium,2.8
TW_1913,pay attention to me,general_inquiry,medium,1.4
TW_1915,whats going on man wheres my internet,general_inquiry,medium,1.7000000000000002
TW_1914,hi ill be happy to check on the status of your internet services please send a dm with your full name address,general_inquiry,medium,3.2
TW_1916,we never want your experience to be anything less than perfect were sorry the wifi was slower than expected,general_inquiry,medium,2.9000000000000004
TW_1917,s wifi makes amtraks wifi look pro at least theirs is free has decent wifi reasonable prices why not aa,general_inquiry,medium,3.0
TW_1918,thanks for the shoutout and for stopping by marc well pass this on to our sfo admirals club managers,general_inquiry,medium,2.9000000000000004
TW_1919,wonderful club american airlines admirals club in san francisco ca,general_inquiry,medium,2.0
TW_1920,were sorry for any difficulties that youve experienced please contact our web technical support folks at 8002222377,general_inquiry,medium,2.7
TW_1921,already didchanged browsers did all my techie tricks and still cant make a reservation after 1 hour,general_inquiry,medium,2.7
TW_1923,theyll be more than happy to walk you through it and help with the booking process,general_inquiry,medium,2.6
TW_1924,been on phone and hold for past 45 mins looking bleak,general_inquiry,medium,2.1
TW_1925,stillonholdthey made the booking i am trying to payso,general_inquiry,medium,1.9
TW_1926,were sorry for the long wait the next available agent will be with you as soon as possible,general_inquiry,medium,2.8
TW_1927,well now i am told the ticket cost is an additional 200person to paybecause of the waitomg,general_inquiry,medium,2.7
TW_1928,fares sell in real time were sorry we werent able to snag the lower fare for you,general_inquiry,medium,2.7
TW_1929,i dont think it changes within minutes this is a scam,general_inquiry,medium,2.1
TW_1930,finally booked and they honored lower farethat was still available on line,general_inquiry,medium,2.2
TW_1931,were glad our reservations team was able to help,general_inquiry,medium,1.9
TW_1932,me too but it shouldnt be this hard nearly 2 hours,general_inquiry,medium,2.1
TW_1922,trying to book a flight on and an error comes up system having trouble anyone else having problem,general_inquiry,medium,2.8
TW_1934,were sorry for your frustration any damage must be assessed in person within 24 hours of arrival by airport personnel,general_inquiry,medium,3.0
TW_1935,well how much does that help me now,general_inquiry,medium,1.8
TW_1936,an airport agent will be happy to take a look at your bag to assist with a claim but damage must be assessed in person,general_inquiry,medium,3.5
TW_1937,i was long gone from the airport by then,general_inquiry,medium,1.9
TW_1938,our team will need to assess the damage in person please see an agent for assistance,general_inquiry,medium,2.6
TW_1939,no i was not able to,general_inquiry,medium,1.6
TW_1940,we always want to take care of your bags were you able to file a claim with our baggage team,general_inquiry,medium,3.0
TW_1941,look what did to my bag,general_inquiry,medium,1.6
TW_1944,were happy when youre happy that sure does look delicious,general_inquiry,medium,2.0
TW_1945,big thx 2 4 guacamole and margs of thx while the lounge upgrades are underway,general_inquiry,medium,2.5
TW_1946,o creepy happy halloween arynh,general_inquiry,medium,1.5
TW_1947,whos looking in your window at night,general_inquiry,medium,1.7000000000000002
TW_1948,no worries at all ill be able to help out 100 shoot me a dm and ill dive right in dannyharvey,general_inquiry,medium,3.1
TW_1950,i meanit does say to submit your costume pic in the original tweet eriks,general_inquiry,medium,2.4000000000000004
TW_1951,this is kinda lamei created a whole acc just to get told to upload a photo of my costume i didnt even dress up,general_inquiry,medium,3.4000000000000004
TW_1952,happy halloween submit your costume pics with to win a spooky trip to london plus other scary surprise goodies,general_inquiry,medium,2.9000000000000004
TW_1975,we dont want things to come to that point please dm if theres anything we can help with johnward,general_inquiry,medium,2.9000000000000004
TW_1976,finally free of the chains here i come cricket,general_inquiry,medium,1.9
TW_1977,ive got your dm and will reply shortly welcome back zachricketts,general_inquiry,medium,2.1
TW_1978,john why i am having so much trouble coming back,general_inquiry,medium,2.0
TW_1980,please meet me back in dm well discuss this further zachricketts,general_inquiry,medium,2.1
TW_1982,8 hours total over 3 days and still working on coming back why,general_inquiry,medium,2.3
TW_1985,what is happening in this conversation,general_inquiry,medium,1.6
TW_1986,im not even a tmobile customer and people like this piss me off trolling losers,general_inquiry,medium,2.5
TW_1987,this guy is a fool and a troll,general_inquiry,medium,1.8
TW_1983,i am not going to a store i spend sunday 6 hours trying to come back and tweeting today you are making me go back and front for 1 and 12 hours no worth it,general_inquiry,medium,4.5
TW_1984,quit begging for this idiots business,general_inquiry,medium,1.6
TW_1981,because you sound like an idiot after reading your post you dont know your password the same password you had when you was a customer just a month ago you sound like a troll your the one making this hard you idiot cant believe how stupid this generation has become,general_inquiry,medium,6.0
TW_1988,thank you so much for the dm well be responding in kind shortly for you mikerice,general_inquiry,medium,2.6
TW_1989,i send dm over to you guys cassy or jason were helping me,general_inquiry,medium,2.3
TW_1990,we absolutely want you back and we will find a solution today we see your dm we will be responding jeromybingham,general_inquiry,medium,3.1
TW_1991,so you know been trying to chat but your team is asking for a pin or password i dont have making me feel like you dont want me back,general_inquiry,medium,3.9000000000000004
TW_1992,ive sent you a dm with some information lets get this fixed jeromybingham,general_inquiry,medium,2.3
TW_1993,dont get why they are asking for my password,general_inquiry,medium,1.9
TW_1994,john i try to come back to tmobile but they want me to go to the store maybe team can help because customer service want me to go to the stores maybe i just stay will my current service dont seem like u guy want me back,general_inquiry,medium,5.7
TW_1995,wed love to see you back on the uncarrier dm us and well chat reunion options danking,general_inquiry,medium,2.7
TW_1997,i made a mistake a big dumb mistake i ported my lines to another service less then month ago i miss tmobile can i come back and have my formal plan please should i talk to team because customer service told me i cant go to my formal plan,general_inquiry,medium,5.9
TW_1998,wow honored to be one of s,general_inquiry,medium,1.7000000000000002
TW_2034,hey kashif shoot me a dm here and well check out when were going to krystnyogi,general_inquiry,medium,2.6
TW_2035,when is the 600mhz coming online in,general_inquiry,medium,1.7000000000000002
TW_2036,lets dig deeper please dm so we can find out whats happening there johnward,general_inquiry,medium,2.4000000000000004
TW_2037,once again you are being slow,general_inquiry,medium,1.6
TW_2038,we love your contest entrees patrickullmann,general_inquiry,medium,1.6
TW_2039,creative like it,general_inquiry,medium,1.3
TW_2040,keeping it creepy d,general_inquiry,medium,1.4
TW_2041,happy the team could help cb,general_inquiry,medium,1.6
TW_2042,thank you for the advice to make the connection after a long long day it is appreciated,general_inquiry,medium,2.7
TW_2043,we aim to make travel easy as possible and we appreciate the shoutout daniel we cant wait to see you at 35k again soon tl,general_inquiry,medium,3.5
TW_2044,great airline no fees to check bags free drinks and snacks on board and complimentary halloween sweets great stuff guys,general_inquiry,medium,3.0
TW_2045,you can check out whats available here sl,general_inquiry,medium,1.8
TW_2046,found it but doesnt seem to work can you check if funds are available,general_inquiry,medium,2.4000000000000004
TW_2047,hey jennifer you have two travel funds correct unfortunately we dont track travel funds do you possibly have the emails sl,general_inquiry,medium,3.1
TW_2048,i have two vouchers but cant seem to track down my confirmation numbers anyway to look them up thanks,general_inquiry,high,2.9000000000000004
TW_2049,we understand and hope you can snag a great deal soon sl,general_inquiry,medium,2.2
TW_2050,youd be my first choice if only money fell in the same category as skys the limit,general_inquiry,medium,2.7
TW_2051,the sky is the limit kelli we hope to be the first to welcome you onboard check out all the places to go sl,general_inquiry,medium,3.4000000000000004
TW_2052,ive never been on an airplane,general_inquiry,medium,1.6
TW_2053,two free bags for every story book a seat and start yours,general_inquiry,medium,2.2
TW_2078,what a relaxing view susan thanks for sharing the great shot and we hope you enjoy the ride with us today tl,general_inquiry,medium,3.2
TW_2079,i loved how your employees embraced the day amp made fun glad you like the pic its my thank you to you all so enjoy,general_inquiry,medium,3.5
TW_2081,halloween is a big deal here at southwest and we love being a part of the festivities were glad to hear you had fun with us today tl,general_inquiry,medium,3.8000000000000003
TW_2080,me time in the sky,general_inquiry,medium,1.5
TW_2082,maybe next year we cant wait to welcome you onboard matthew we hope you have a wonderful flight mk,general_inquiry,medium,2.9000000000000004
TW_2083,bummer might have to watch my back on nov 13 too for sadie hawkins day on the airline of luv,general_inquiry,medium,3.0
TW_2085,i cant make any promises but if you ask nicely maybe a flight attendant will put your drink on our tab mk,general_inquiry,medium,3.2
TW_2084,unlucky not to be flying on today and have to wait until nov 8th would have been nice to have had a free drink on flight,general_inquiry,medium,3.6
TW_2086,oh no does the error pop up at app launch or playback what device is in use for now please try,general_inquiry,medium,3.1
TW_2087,hey your app has had a loading error for the two weeks thought id let you know ive been paying for aggravation rather than tv,general_inquiry,medium,3.5
TW_2088,please try uninstallingreinstalling our iphone app if no change contact us via phonechat here,general_inquiry,medium,2.4000000000000004
TW_2089,yes same message error playing this video iphone 7,general_inquiry,medium,1.9
TW_2090,still having trouble which device are you using what error are you seeing we want to help 1st try,general_inquiry,medium,2.9000000000000004
TW_2091,im getting an error when i try to play episodes can you help please,general_inquiry,medium,2.4000000000000004
TW_2092,we do currently offer a 4 networks in many areas but this will vary by zip we can share the interest in the durhamarea,general_inquiry,medium,3.4000000000000004
TW_2093,when will the other 2 major networks stream live on hulu live,general_inquiry,medium,2.2
TW_2096,happy to further assist you can you please send us a dm with your email address and additional details so we can follow up,general_inquiry,medium,3.4000000000000004
TW_2097,done please check,general_inquiry,medium,1.3
TW_2099,hi singh please send us a dm with your account email address and phone number so we can locate your account thanks for your patience,general_inquiry,medium,3.5
TW_2098,kya khassi support hai yaar i am an uber rider not driver they are telling me to take docs to nearby uber office for verification and all i was asked was to update my cellphone number,general_inquiry,medium,4.6
TW_2101,yes dm please,general_inquiry,medium,1.3
TW_2102,yes i do you want me to dm you or just write it on the comments,general_inquiry,medium,2.6
TW_2103,hello do you have an order number we can check for you,general_inquiry,medium,2.2
TW_2104,i havent received no type of new besides my oder is pending for day,general_inquiry,medium,2.4000000000000004
TW_2105,have you preordered yours yet,general_inquiry,medium,1.5
TW_2108,oh behalf of chipotle thank you becky,general_inquiry,medium,1.7000000000000002
TW_2109,on behalf of all college students thank you,general_inquiry,medium,1.8
TW_2110,good afternoon this is distressing send me a dm so i can see what happened,general_inquiry,medium,2.5
TW_2111,customer service 4 different people said they have no idea how to help the two people who actually have tried did it wrong,general_inquiry,medium,3.3000000000000003
TW_2112,hey lets look into this dm us cs,general_inquiry,medium,1.8
TW_2113,i called customer care when i tweeted this and they said double charge would be credited still no credit,general_inquiry,medium,2.9000000000000004
TW_2114,chk ur latest bill i paid for note 8 shipping wdebit when ordered latest bill shows ship charge this happened to other friends,general_inquiry,medium,3.3000000000000003
TW_2115,hey tiffany id like to work with you on your issues can you shoot us a dm for us to have a little chat resolutionsup dc,general_inquiry,medium,3.6
TW_2116,youre a bunch of crooks you dont care about happy customers yall just want money save me the bs,general_inquiry,medium,2.9000000000000004
TW_2120,this is concerning what makes you feel this way what seems to be the issue well be happy to assist jd,general_inquiry,medium,3.1
TW_2121,is honestly trash,general_inquiry,medium,1.3
TW_2122,i do apologize that happened i will be happy to help out and assist do you mind talking to me through dm jp,general_inquiry,medium,3.3000000000000003
TW_2123,one of your sales reps called me an asshole on the phone unbelievable,general_inquiry,medium,2.3
TW_2124,hello thanks for your patience please check your dm direct messages for our reply,general_inquiry,medium,2.4000000000000004
TW_2125,after contacting you concerning deactivation of my account it was reactivated but after 48 hrs it has been been deactivated please help,general_inquiry,medium,3.2
TW_2126,im very sorry to hear that desiree this is never a way wed like to treat any of our valued customers please l,general_inquiry,medium,3.3000000000000003
TW_2127,very disappointing to say the least and unacceptable in my own home im still shocked,general_inquiry,medium,2.5
TW_2128,no its done now just remember to practice kindness with customers please i dont understand why everyone has been so rude thus far,general_inquiry,medium,3.3000000000000003
TW_2129,my apologies for any frustrations or poor service youve experienced desiree is there anything i may be able to help with ap,general_inquiry,medium,3.2
TW_2130,ive never had a rude cable guy before until forced to switch to the people on the phone were rude and now this dude,general_inquiry,medium,3.4000000000000004
TW_2131,we are sorry to hear about this experience please dm us your phone number so we can look into this,general_inquiry,medium,3.0
TW_2132,when u wait 10 mins in cold for amp driver goes to the wrong address cancels amp ur next request goes up 15 bc if rush hr u get,general_inquiry,medium,3.9000000000000004
TW_2133,hey there wed like to look into this please dm us the phone number on your account so we can assist you further,general_inquiry,medium,3.3000000000000003
TW_2134,why does sucker you in with s promise that a driver is 1 minute away then it becomes 6 is this a systems problem or fraud,general_inquiry,medium,3.6
TW_2135,friday will be here before you know it becky,general_inquiry,medium,1.9
TW_2136,we will be back friday for lunch,general_inquiry,medium,1.7000000000000002
TW_2137,thanks for stopping by becky,general_inquiry,medium,1.5
TW_2138,the wild thing heard there was a 3 special at 4 halloween amp couldnt pass it up he hopes chipotle will sponsor his team,general_inquiry,medium,3.4000000000000004
TW_2139,that shouldnt be happening which location did you visit id like to follow up becky,general_inquiry,medium,2.5
TW_2140,i know you guys are busy but dont undercook brown rice,general_inquiry,medium,2.1
TW_2141,welcome to my life whats your usual order becky,general_inquiry,medium,1.9
TW_2142,chx burrito bowl all the works bring on the guac,general_inquiry,medium,2.0
TW_2144,mmmmm well played becky,general_inquiry,medium,1.4
TW_2143,im geekin for sum rightnow,general_inquiry,medium,1.5
TW_2145,what a great looking crew we appreciate you coming in becky,general_inquiry,medium,2.1
TW_2146,nothing says halloween like 3 burritos and tacos,general_inquiry,medium,1.8
TW_2147,high five my friend becky,general_inquiry,medium,1.5
TW_2148,5th year of getting a boorito spooooooky,general_inquiry,medium,1.7000000000000002
TW_2149,success well played my friend becky,general_inquiry,medium,1.6
TW_2150,no worries i got my four burrito bowls without issue lucky me we beat the lines,general_inquiry,medium,2.6
TW_2151,its our annual boorito promotion and we turn it off for the night my apologies for any frustration becky,general_inquiry,medium,2.9000000000000004
TW_2152,no online orders today really,general_inquiry,medium,1.5
TW_2153,were here to help send us a dm with your email address and more details so we can follow up,general_inquiry,medium,3.0
TW_2154,sent a dm hope you could help soon,general_inquiry,medium,1.8
TW_2155,welp i guess thats one bibimbap order im never gonna receive good thing i used a first time order promotion not a good first impression though,general_inquiry,medium,3.6
TW_2156,do you also support ubereats singapore im reaching out here bec the support there is useless any chance you could help,general_inquiry,medium,3.1
TW_2157,thats very troubling please write to us so we can investigate becky,general_inquiry,medium,2.2
TW_2158,what is this in my food,general_inquiry,medium,1.6
TW_2159,im right there with you heres the full ingredient statement becky,general_inquiry,medium,2.1
TW_2160,idk what puts in their salad dressing but holy fack its delicious,general_inquiry,medium,2.2
TW_2162,and see we think youre pretty great too thanks for stopping by becky,general_inquiry,medium,2.3
TW_2163,shoutout to the best burritos around thanks for the 3 burrito you the best,general_inquiry,medium,2.4000000000000004
TW_2166,we turned off online ordering tonight for our boorito promo my apologies for any frustration becky,general_inquiry,medium,2.6
TW_2167,noooooooooo,general_inquiry,medium,1.1
TW_2168,what the heck,general_inquiry,medium,1.3
TW_2169,well played my friend becky,general_inquiry,medium,1.5
TW_2170,im a undercover boss thank you for the 3,general_inquiry,medium,1.9
TW_2171,and we love you right back becky,general_inquiry,medium,1.7000000000000002
TW_2174,your baby looks beautiful becky,general_inquiry,medium,1.5
TW_2175,practice my friend it takes practice i have faith in you becky,general_inquiry,medium,2.2
TW_2176,was gonna say im ready for a job at but my rolling skills suck,general_inquiry,medium,2.4000000000000004
TW_2177,success becky,general_inquiry,medium,1.2
TW_2178,got his boorito,general_inquiry,medium,1.3
TW_2179,we appreciate you stopping by becky,general_inquiry,medium,1.6
TW_2180,happy halloween i broke out my ko cosplay today for and and totally not because of not at all,general_inquiry,medium,2.9000000000000004
TW_2181,truth whats your goto order becky,general_inquiry,medium,1.6
TW_2182,barbacoa w da guac,general_inquiry,medium,1.4
TW_2184,mmmmm nicely done becky,general_inquiry,medium,1.4
TW_2183,best part of today are these 3 burritos,general_inquiry,medium,1.8
TW_2185,those are the rules i wouldnt risk it becky,general_inquiry,medium,1.9
TW_2186,but do i absolutely have to be in a costume for a 3,general_inquiry,medium,2.3
TW_2187,oh my goodness i love it nicely done becky,general_inquiry,medium,1.9
TW_2188,oh my god becky,general_inquiry,medium,1.4
TW_2191,your app seems to be down,general_inquiry,high,1.6
TW_2194,enjoying our 3 from,general_inquiry,medium,1.4
TW_2195,i like your style my friend becky,general_inquiry,medium,1.7000000000000002
TW_2196,adult trickortreating for me is going to as many as i can find for,general_inquiry,medium,2.4000000000000004
TW_2197,we look forward to seeing you becky,general_inquiry,medium,1.7000000000000002
TW_2198,boorito time,general_inquiry,medium,1.2
TW_2200,im so sorry about that please tell us more here becky,general_inquiry,medium,2.1
TW_2201,yes hungry rutgers student,general_inquiry,medium,1.4
TW_2202,did you come dressed in costume tara,general_inquiry,medium,1.7000000000000002
TW_2203,bruh u really just made me pay full price for my burrito im tight,general_inquiry,medium,2.4000000000000004
TW_2204,im so sorry about that please provide more details here becky,general_inquiry,medium,2.1
TW_2205,u guys make it really hard to give feedback called the store no answer cant send msg on fb what are my options,general_inquiry,medium,3.3000000000000003
TW_2207,gave me food poisoning and ive never been more heartbroken in my life,general_inquiry,high,2.3
TW_2208,hopefully there will be more receipts to come becky,general_inquiry,medium,1.9
TW_2209,forgot to get my receipt at there goes a chance at burritos for a year ugh,general_inquiry,medium,2.6
TW_2211,so worth it thanks for the fun deal,general_inquiry,medium,1.8
TW_2212,heck yes i went to and got a 3 boorito bowl for wearing my minion outfit today well worth it also i was far from alone everyone wore costumes and wanted their costume chippy,general_inquiry,medium,4.4
TW_2216,put 0s in front of the number you have rmd,general_inquiry,medium,2.0
TW_2218,please verify if this is referring your verizon account number and not your banking jay,general_inquiry,medium,2.5
TW_2219,trying to sign up for autopay your site tells me my checking account must be min 12 characters mine is 9 so,general_inquiry,medium,3.2
TW_2220,do you know where your ont is located the backup battery system address jay,general_inquiry,medium,2.4000000000000004
TW_2221,im standing in front of it,general_inquiry,medium,1.6
TW_2223,press and hold the alarm silence ont reboot button for 30 seconds acm,general_inquiry,medium,2.3
TW_2224,ok now what,general_inquiry,medium,1.3
TW_2225,reboot your router nd thn cable boxes and let us know if the issue clears please rmd,general_inquiry,medium,2.7
TW_2226,didnt work channels come up in guide always have by tv freezes when changing to anything under 523,general_inquiry,medium,2.8
TW_2227,is your router up and working jay,general_inquiry,medium,1.7000000000000002
TW_2229,click the link to get started jay,general_inquiry,medium,1.7000000000000002
TW_2222,problem has been consistently happening for about a month,general_inquiry,medium,1.9
TW_2230,we are here to help is this happening on all your tvs or a specific one acm,general_inquiry,medium,2.7
TW_2232,ive lost my network channels and other channels are glitchy need help,general_inquiry,medium,2.2
TW_2233,have you made any recent changes to your package nhp,general_inquiry,medium,2.0
TW_2234,no changes in a long time no new hardware in a long time,general_inquiry,medium,2.3
TW_2231,same problem on both boxes,general_inquiry,medium,1.5
TW_2235,are you back home now if so we would be glad to troubleshoot feel free to return to our chat hsb,general_inquiry,medium,3.1
TW_2236,im on the phone with your tech now looks like ill be another day without internet,general_inquiry,medium,2.6
TW_2238,we understand jay,general_inquiry,medium,1.3
TW_2239,nevermind ill be out of internet til saturday smh,general_inquiry,medium,1.9
TW_2237,i have been without internet for two days and yall gonna tell me to wait til tomorrow,general_inquiry,medium,2.7
